Processed_Text,Encoded_Label
u great deal honour today sure,1
daughter highly sensible goodness greatest satisfaction seeing hartfield,1
kindhearted polite old man might sit feel done duty made every fair lady welcome easy,0
time walk rain reached mr,1
elton remonstrance opened upon jane,1
dear jane heargoing postoffice rainthis must assure,1
sad girl could thingit sign wa take care,1
jane patiently assured caught cold,1
oh tell,1
really sad girl know take care,1
postoffice indeed mr,1
weston ever hear like must positively exert authority,1
advice said mr,1
weston kindly persuasively certainly feel tempted give,1
miss fairfax must run risk,1
liable severe cold indeed ought particularly careful especially time year,0
spring always think requires common care,1
better wait hour two even half day letter run risk bringing cough,0
feel yes sure much reasonable,1
look would thing,1
oh shall thing eagerly rejoined mr,1
elton,1
allow thing nodding significantlythere must arrangement made must indeed,0
shall speak mr,1
e,1
man fetch letter every morning one men forget name shall inquire bring,0
obviate difficulty know u really think dear jane scruple accept accommodation,0
extremely kind said jane give early walk,1
advised door much must walk somewhere postoffice object upon word scarcely ever bad morning,0
dear jane say,1
thing determined laughing affectedly far presume determine thing without concurrence lord master,0
know mr,1
weston must cautious express,1
flatter dear jane influence entirely worn,1
meet insuperable difficulty therefore consider point settled,1
excuse said jane earnestly mean consent arrangement needlessly troublesome servant,0
errand pleasure could done always grandmamas,1
oh dear much patty ha doand kindness employ men,0
jane looked mean conquered instead answering began speaking mr,0
john knightley,1
postoffice wonderful establishment said,1
regularity despatch one think ha doe well really astonishing certainly well regulated,0
seldom negligence blunder appears seldom letter among thousand constantly passing kingdom even carried wrongand one million suppose actually lost one considers variety hand bad hand deciphered increase wonder,0
clerk grow expert habit,1
must begin quickness sight hand exercise improves,1
want farther explanation continued smiling paid,1
key great deal capacity,1
public pay must served well,1
variety handwriting farther talked usual observation made,1
heard asserted said john knightley sort handwriting often prevails family master teach natural enough,0
reason imagine likeness must chiefly confined female boy little teaching early age scramble hand get,0
isabella emma think write much alike,1
always known writing apart,1
yes said brother hesitatingly likeness,1
know meanbut emmas hand strongest,1
isabella emma write beautifully said mr,1
woodhouse always,1
doe poor mr,1
westonwith half sigh half smile,1
never saw gentleman handwritingemma began looking also mr,1
weston stopped perceiving mr,1
weston wa attending one elseand pause gave time reflect going introduce himam unequal speaking name people necessary use roundabout phraseyour yorkshire friend correspondent yorkshirethat would way suppose bad,0
pronounce name without smallest distress,1
certainly get better better,1
,1
mr,1
weston wa disengaged emma began againmr,1
frank churchill writes one best gentleman hand ever saw,0
admire said mr,1
knightley,1
small want strength,1
like woman writing,1
wa submitted either lady,1
vindicated base aspersion,1
mean wanted strength wa large hand clear certainly strong,0
mr,1
weston letter produce heard lately answered letter put away,0
room said emma writingdesk sure could produce specimen,1
note,1
remember mr,1
weston employing write one day chose say wa employed well well note shew dinner convince mr,0
knightley,1
oh gallant young man like mr,1
frank churchill said mr,1
knightley dryly writes fair lady like miss woodhouse course put forth best,0
dinner wa table,1
mr,1
elton could spoken wa ready mr,1
woodhouse reached request allowed hand diningparlour wa saying must go first really ashamed always leading way,0
janes solicitude fetching letter escaped emma,1
heard seen felt curiosity know whether wet walk morning produced,0
suspected would resolutely encountered full expectation hearing one dear vain,0
thought wa air greater happiness usuala glow complexion spirit,0
could made inquiry two expedition expense irish mailsit wa tongue end abstained,0
wa quite determined utter word hurt jane fairfaxs feeling followed lady room arm arm appearance goodwill highly becoming beauty grace,0
chapter xvii lady returned drawingroom dinner emma found hardly possible prevent making two distinct party much perseverance judging behaving ill mr,0
elton engross jane fairfax slight,1
mr,1
weston obliged almost always either talking together silent together,0
mr,1
elton left choice,1
jane repressed little time soon began though much passed wa halfwhisper especially mr,0
eltons side wa avoiding knowledge principal subject postofficecatching coldfetching lettersand friendship long discussion succeeded one must least equally unpleasant janeinquiries whether yet heard situation likely suit profession mr,0
eltons meditated activity,1
april come said get quite anxious,1
june soon,1
never fixed june monthmerely looked forward summer general,1
really heard nothing even made inquiry wish make yet,0
oh dear begin early aware difficulty procuring exactly desirable thing,0
aware said jane shaking head dear mr,1
elton thought done seen much world,1
know many candidate always first situation,1
saw vast deal neighbourhood round maple grove,1
cousin mr,1
suckling mr,1
bragge infinity application every body wa anxious family move first circle,0
waxcandles schoolroom may imagine desirable house kingdom mr,1
bragges one would wish see,1
colonel mr,1
campbell town midsummer said jane,1
must spend time sure want itafterwards may probably glad dispose,0
would wish take trouble making inquiry present,1
trouble aye know scruple,1
afraid giving trouble assure dear jane campbell hardly interested,0
shall write mr,1
partridge day two shall give strict charge lookout thing eligible,0
thank would rather mention subject till time draw nearer wish giving body trouble,0
dear child time drawing near april june say even july near business accomplish u,0
inexperience really amuses situation deserve friend would require everyday occurrence obtained moment notice indeed indeed must begin inquiring directly,0
excuse maam mean intention make inquiry sorry made friend,0
quite determined time afraid long unemployed,1
place town office inquiry would soon produce somethingoffices sale quite human fleshbut human intellect,0
oh dear human flesh quite shock mean fling slavetrade assure mr,0
suckling wa always rather friend abolition,1
mean wa thinking slavetrade replied jane governesstrade assure wa view widely different certainly guilt carry greater misery victim know lie,0
mean say advertising office applying doubt soon meeting something would,0
something would repeated mr,1
elton,1
aye may suit humble idea yourselfi know modest creature satisfy friend taking thing may offer inferior commonplace situation family moving certain circle able command elegancies life,0
obliging indifferent would object rich mortification think would greater suffer comparison,0
gentleman family condition,1
know know would take thing shall little nice sure good campbell quite side superior talent right move first circle,0
musical knowledge alone would entitle name term many room like mix family much chosethat isi know knew harp might sure sing well playyes really believe might even without harp stipulate choseand must shall delightfully honourably comfortably settled campbell rest,0
may well class delight honour comfort situation together said jane pretty sure equal however serious wishing thing attempted present,0
exceedingly obliged mr,1
elton obliged body feel quite serious wishing nothing done till summer,0
two three month longer shall remain,1
quite serious assure replied mr,1
elton gaily resolving always watch employing friend watch also nothing really unexceptionable may pas u,0
style ran never thoroughly stopped thing till mr,1
woodhouse came room vanity change object emma heard saying halfwhisper jane come dear old beau mine protestonly think gallantry coming away menwhat dear creature isi assure like excessively,0
admire quaint oldfashioned politeness much taste modern ease modern ease often disgust,0
good old mr,1
woodhouse wish heard gallant speech dinner,1
oh assure began think caro sposo would absolutely jealous,0
fancy rather favourite took notice gown,1
like itselinas choicehandsome think know whether overtrimmed greatest dislike idea overtrimmedquite horror finery,0
must put ornament expected,1
bride know must appear like bride natural taste simplicity simple style dress infinitely preferable finery,0
quite minority believe people seem value simplicity dressshow finery every thing,0
notion putting trimming white silver poplin,1
think look well whole party reassembled drawingroom mr,1
weston made appearance among,1
returned late dinner walked hartfield soon wa,1
much expected best judge surprize wa great joy,1
mr,1
woodhouse wa almost glad see would sorry see,1
john knightley wa mute astonishment,1
man might spent evening quietly home day business london set walk half mile another man house sake mixed company till bedtime finishing day effort civility noise number wa circumstance strike deeply,0
man motion since eight oclock morning might still long talking might silent one crowd might alonesuch man quit tranquillity independence fireside evening cold sleety april day rush worldcould touch finger instantly taken back wife would motive coming would probably prolong rather break party,0
john knightley looked amazement shrugged shoulder said could believed even,0
mr,1
weston meanwhile perfectly unsuspicious indignation wa exciting happy cheerful usual right principal talker day spent anywhere home confers wa making agreeable among rest satisfied inquiry wife dinner convincing none careful direction servant forgotten spread abroad public news heard wa proceeding family communication though principally addressed mr,0
weston smallest doubt highly interesting every body room,1
gave letter wa frank met way taken liberty opening,0
read read said give pleasure lineswill take long read emma,0
two lady looked together sat smiling talking whole time voice little subdued audible every body,0
well coming see good news think,1
well say iti always told would soon ianne dear always tell would believe mein town next week seeat latest dare say impatient black gentleman thing done likely tomorrow saturday,0
illness nothing course,1
excellent thing frank among u near town,1
stay good come half time u,1
precisely wanted,1
well pretty good news finished ha emma read put put good talk time,0
shall mention circumstance others common way,1
mr,1
weston wa comfortably pleased occasion,1
look word nothing restrain,1
wa happy knew wa happy knew ought happy,1
congratulation warm open emma could speak fluently,1
wa little occupied weighing feeling trying understand degree agitation rather thought wa considerable,0
mr,1
weston however eager observant communicative want others talk wa well satisfied say soon moved away make rest friend happy partial communication whole room must overheard already,0
wa well took every body joy granted might thought either mr,0
woodhouse mr,1
knightley particularly delighted,1
first entitled mr,1
weston emma made happyfrom would proceeded miss fairfax wa deep conversation john knightley would positive interruption finding close mr,0
elton attention disengaged necessarily began subject,1
chapter xviii hope shall soon pleasure introducing son said mr,0
weston,1
mr,1
elton willing suppose particular compliment intended hope smiled graciously,0
heard certain frank churchill presume continued know son though doe bear name,0
oh yes shall happy acquaintance,1
sure mr,1
elton lose time calling shall great pleasure seeing vicarage,0
obliging,1
frank extremely happy sure,1
town next week sooner,1
notice letter today,1
met letter way morning seeing son hand presumed open itthough wa directed meit wa mr,0
weston,1
principal correspondent assure,1
hardly ever get letter,1
absolutely opened wa directed oh mr,1
weston laughing affectedly must protest,1
dangerous precedent indeedi beg let neighbour follow example,1
upon word expect married woman must begin exert ourselvesoh mr,0
weston could believed aye men sad fellow,1
must take care mr,1
elton,1
letter tell usit short letterwritten hurry merely give u noticeit tell u coming town directly mr,0
churchill accountshe ha well whole winter think enscombe cold move southward without loss time,0
indeedfrom yorkshire think,1
enscombe yorkshire yes one hundred ninety mile london,1
considerable journey,1
yes upon word considerable,1
sixtyfive mile farther maple grove london,1
distance mr,1
weston people large fortuneyou would amazed hear brother mr,0
suckling sometimes fly,1
hardly believe twice one week mr,1
bragge went london back four horse,1
evil distance enscombe said mr,1
weston mr,1
churchill understand ha able leave sofa week together,1
frank last letter complained said weak get conservatory without arm uncle know speaks great degree weaknessbut impatient town mean sleep two night road,0
frank writes word,1
certainly delicate lady extraordinary constitution mr,1
elton,1
must grant,1
indeed shall grant nothing,1
always take part sex,1
indeed,1
give noticeyou find formidable antagonist point,1
always stand woman assure knew selina feel respect sleeping inn would wonder mr,0
churchill making incredible exertion avoid,1
selina say quite horror herand believe caught little nicety,0
always travel sheet excellent precaution,1
doe mr,1
churchill depend upon mr,1
churchill doe every thing fine lady ever,1
mr,1
churchill second lady land mr,1
elton eagerly interposed oh mr,1
weston mistake,1
selina fine lady assure,1
run away idea,1
rule mr,1
churchill thorough fine lady body ever beheld,1
mr,1
elton began think wrong disclaiming warmly,1
wa mean object believed sister wa fine lady perhaps wa want spirit pretence itand wa considering way best retract mr,0
weston went,1
mr,1
churchill much good grace may suspect quite,1
fond frank therefore would speak ill,1
besides health indeed account ha always,1
would say every body mr,1
elton much faith mr,1
churchill illness,1
really ill go bath mr,1
westonto bath clifton ha taken head enscombe cold,1
fact suppose tired enscombe,1
ha longer time stationary ever wa begin want change,0
retired place,1
fine place retired,1
ayelike maple grove dare say,1
nothing stand retired road maple grove,1
immense plantation round seem shut every thingin complete retirement,0
mr,1
churchill probably ha health spirit like selina enjoy sort seclusion,0
perhaps may resource enough qualified country life,1
always say woman many resourcesand feel thankful many quite independent society,0
frank wa february fortnight,1
remember heard,1
find addition society highbury come may presume call addition,0
perhaps may never heard creature world,1
wa loud call compliment passed mr,1
weston good grace immediately exclaimed dear madam nobody could imagine thing possible,0
heard youi believe mr,1
weston letter lately full little else mr,1
elton,1
done duty could return son,1
frank left u continued wa quite uncertain might see make day news doubly welcome,0
ha completely unexpected,1
always strong persuasion would soon wa sure something favourable would turn upbut nobody believed,0
mr,1
weston dreadfully desponding,1
could contrive come could supposed uncle aunt would spare forthi always felt something would happen favour ha see,0
observed mr,1
elton course life thing going untowardly one month sure mend next,0
true mr,1
weston perfectly true,1
used say certain gentleman company day courtship thing go quite right proceed rapidity suited feeling wa apt despair exclaim wa sure rate would may hymen saffron robe would put u,0
oh pain dispel gloomy idea give cheerfuller view carriagewe disappointment carriageone morning remember came quite despair,0
wa stopped slight fit coughing mr,1
weston instantly seized opportunity going,1
mentioning may,1
may month mr,1
churchill ordered ha ordered spend warmer place enscombein short spend london agreeable prospect frequent visit frank whole spring precisely season year one chosen day almost longest weather genial pleasant always inviting one never hot exercise,0
wa made best wa good deal wet damp cheerless weather always february know could half intended,0
time,1
complete enjoyment know mr,1
elton whether uncertainty meeting sort constant expectation coming today tomorrow hour may friendly happiness actually house,0
think,1
think state mind give spirit delight,1
hope pleased son must expect prodigy,1
generally thought fine young man expect prodigy,1
mr,1
weston partiality great may suppose gratifying,1
think nobody equal,1
assure mr,1
weston little doubt opinion decidedly favour,1
heard much praise mr,1
frank churchill,1
time fair observe one always judge mean implicitly guided others,0
give notice find son shall judge,1
flatterer,1
mr,1
weston wa musing,1
hope said presently severe upon poor mr,1
churchill,1
ill sorry injustice trait character make difficult speak forbearance could wish,0
ignorant mr,1
elton connexion family treatment met whole blame laid,1
wa instigator,1
frank mother would never slighted wa,1
mr,1
churchill ha pride pride nothing wife quiet indolent gentlemanlike sort pride would harm nobody make little helpless tiresome pride arrogance insolence incline one less bear ha fair pretence family blood,0
wa nobody married barely daughter gentleman ever since turned churchill ha outchurchilld high mighty claim assure upstart,0
think well must infinitely provoking quite horror upstart,1
maple grove ha given thorough disgust people sort family neighbourhood annoyance brother sister air give description mr,0
churchill made think directly,1
people name tupman lately settled encumbered many low connexion giving immense air expecting footing old established family,0
year half utmost lived west hall got fortune nobody know,0
came birmingham place promise much know mr,1
weston,1
one ha great hope birmingham,1
always say something direful sound nothing positively known tupmans though good many thing assure suspected yet manner evidently think equal even brother mr,0
suckling happens one nearest neighbour,1
infinitely bad,1
mr,1
suckling ha eleven year resident maple grove whose father himi believe leasti almost sure old mr,0
suckling completed purchase death,1
interrupted,1
tea wa carrying round mr,1
weston said wanted soon took opportunity walking away,1
tea mr,1
mr,1
weston mr,1
elton sat mr,1
woodhouse card,1
remaining five left power emma doubted getting well mr,0
knightley seemed little disposed conversation mr,1
elton wa wanting notice nobody inclination pay wa worry spirit would made prefer silent,0
mr,1
john knightley proved talkative brother,1
wa leave early next day soon began well emma believe thing say boy sister letter every thing full length may sure,0
charge would much concise probably much spirit recommend comprised spoil physic,0
rather hope satisfy said emma shall power make happy enough isabella happiness must preclude false indulgence physic,0
find troublesome must send home,1
likely,1
think hope aware may noisy father even may encumbrance visiting engagement continue increase much done lately,0
increase certainly must sensible last halfyear ha made great difference way life,0
difference indeed,1
doubt much engaged company used,1
witness time,1
come one day engaged dinnerparty happen thing like neighbourhood increasing mix,0
little ago every letter isabella brought account fresh gaiety dinner mr,0
cole ball crown,1
difference randalls randalls alone make goingson great,1
yes said brother quickly randalls doe,1
welland randalls suppose likely less influence heretofore strike possible thing emma henry john may sometimes way,0
beg send home,1
cried mr,1
knightley need consequence,1
let sent donwell,1
shall certainly leisure,1
upon word exclaimed emma amuse like know many numerous engagement take place without party supposed danger wanting leisure attend little boy,0
amazing engagement mine dining colesand ball talked never took place,0
understand younodding mr,1
john knightleyyour good fortune meeting many friend delight much pas unnoticed,0
turning mr,1
knightley know seldom ever two hour hartfield foresee series dissipation imagine,0
dear little boy must say aunt emma ha time think would fare much better uncle knightley absent home five hour absent one home either reading settling account,0
mr,1
knightley seemed trying smile succeeded without difficulty upon mr,0
eltons beginning talk,1
volume iii chapter little quiet reflection wa enough satisfy emma nature agitation hearing news frank churchill,0
wa soon convinced wa wa feeling apprehensive embarrassed wa,0
attachment really subsided mere nothing wa worth thinking undoubtedly always much love two returning warmth sentiment taken away would distressing,0
separation two month cooled danger evil hercaution would necessary,0
mean affection entangled would incumbent avoid encouragement,1
wished might able keep absolute declaration,1
would painful conclusion present acquaintance yet could help rather anticipating something decisive,0
felt spring would pas without bringing crisis event something alter present composed tranquil state,0
wa long though rather longer mr,1
weston foreseen power forming opinion frank churchill feeling,1
enscombe family town quite soon imagined wa highbury soon afterwards,0
rode couple hour could yet came randalls immediately hartfield could exercise quick observation speedily determine wa influenced must act,0
met utmost friendliness,1
could doubt great pleasure seeing,1
almost instant doubt caring done feeling tenderness degree,1
watched well,1
wa clear thing wa less love,1
absence conviction probably indifference produced natural desirable effect,1
wa high spirit ready talk laugh ever seemed delighted speak former visit recur old story wa without agitation,0
wa calmness read comparative difference,1
wa calm spirit evidently fluttered wa restlessness,1
lively wa seemed liveliness satisfy decided belief subject wa staying quarter hour hurrying away make call highbury,0
seen group old acquaintance street passed stopped would stop wordbut vanity think would disappointed call much wished stay longer hartfield must hurry,0
doubt less lovebut neither agitated spirit hurrying away seemed like perfect cure wa rather inclined think implied dread returning power discreet resolution trusting long,0
wa visit frank churchill course ten day,1
wa often hoping intending comebut wa always prevented,1
aunt could bear leave,1
wa account randalls,1
quite sincere really tried come wa inferred mr,1
churchill removal london service wilful nervous part disorder,1
wa really ill wa certain declared convinced randalls,1
though much might fancy could doubt looked back wa weaker state health half year ago,0
believe proceed thing care medicine might remove least might many year existence could prevailed father doubt say complaint merely imaginary wa strong ever,0
soon appeared london wa place,1
could endure noise,1
nerve continual irritation suffering ten day end nephew letter randalls communicated change plan,0
going remove immediately richmond,1
mr,1
churchill recommended medical skill eminent person otherwise fancy place,0
readyfurnished house favourite spot wa engaged much benefit expected change,0
emma heard frank wrote highest spirit arrangement seemed fully appreciate blessing two month near neighbourhood many dear friend house wa taken may june,0
wa told wrote greatest confidence often almost often could even wish,0
emma saw mr,1
weston understood joyous prospect,1
wa considering source happiness offered,1
hoped wa,1
two month must bring proof,1
mr,1
weston happiness wa indisputable,1
wa quite delighted,1
wa circumstance could wished,1
would really frank neighbourhood,1
nine mile young manan hour ride,1
would always coming,1
difference respect richmond london wa enough make whole difference seeing always seeing never,0
sixteen milesnay eighteenit must full eighteen manchesterstreetwas serious obstacle,0
ever able get away day would spent coming returning,0
wa comfort london might well enscombe richmond wa distance easy intercourse,0
better nearer one good thing wa immediately brought certainty removal ball crown,0
forgotten soon acknowledged vain attempt fix day,1
however wa absolutely every preparation wa resumed soon churchill removed richmond line frank say aunt felt already much better change doubt able join twentyfour hour given time induced name early day possible,0
mr,1
weston ball wa real thing,1
tomorrow stood young people highbury happiness,1
mr,1
woodhouse wa resigned,1
time year lightened evil,1
may wa better every thing february,1
mr,1
bates wa engaged spend evening hartfield james due notice sanguinely hoped neither dear little henry dear little john would thing matter dear emma gone,0
chapter ii misfortune occurred prevent ball,1
day approached day arrived morning anxious watching frank churchill certainty self reached randalls dinner every thing wa safe,0
second meeting yet emma,1
room crown wa witness itbut would better common meeting crowd,0
mr,1
weston earnest entreaty arriving soon possible purpose taking opinion propriety comfort room person came could refuse must therefore spend quiet interval young man company,0
wa convey harriet drove crown good time randalls party sufficiently,0
frank churchill seemed watch though say much eye declared meant delightful evening,0
walked together see every thing wa within minute joined content another carriage emma could hear sound first without great surprize,0
unreasonably early wa going exclaim presently found wa family old friend coming like particular desire help mr,0
weston judgment closely followed another carriage cousin entreated come early distinguishing earnestness errand seemed half company might soon collected together purpose preparatory inspection,0
emma perceived taste wa taste mr,1
weston depended felt favourite intimate man many intimate confidante wa first distinction scale vanity,0
liked open manner little less openheartedness would made higher character,0
general benevolence general friendship made man ought,1
could fancy man,1
whole party walked looked praised nothing else formed sort halfcircle round fire observe various mode till subject started though may fire evening wa still pleasant,0
emma found wa mr,1
weston fault number privy councillor wa yet larger,1
stopped mr,1
batess door offer use carriage aunt niece brought eltons,0
frank wa standing steadily wa restlessness shewed mind ease,0
wa looking wa going door wa watching sound carriage impatient begin afraid always near,0
mr,1
elton wa spoken,1
think must soon said,1
great curiosity see mr,1
elton heard much,1
long think come,1
carriage wa heard,1
wa move immediately coming back said forgetting acquainted,1
never seen either mr,1
mr,1
elton,1
business put forward,1
mr,1
mr,1
elton appeared smile propriety passed,1
miss bates miss fairfax said mr,1
weston looking,1
thought bring,1
mistake slight,1
carriage wa sent,1
emma longed know frank first opinion mr,1
elton might wa affected studied elegance dress smile graciousness,0
wa immediately qualifying form opinion giving proper attention introduction passed,0
minute carriage returned,1
somebody talked rain,1
see umbrella sir said frank father miss bates must forgotten away went,0
mr,1
weston wa following mr,1
elton detained gratify opinion son briskly begin young man though mean moving slowly could hardly hearing,0
fine young man indeed mr,1
weston,1
know candidly told form opinion happy say extremely pleased,0
may believe,1
never compliment,1
think handsome young man manner precisely like approveso truly gentleman without least conceit puppyism,0
must know vast dislike puppy quite horror,1
never tolerated maple grove,1
neither mr,1
suckling ever patience used sometimes say cutting thing selina mild almost fault bore much better,0
talked son mr,1
weston attention wa chained got maple grove could recollect lady arriving attended happy smile must hurry away,0
mr,1
elton turned mr,1
weston,1
doubt carriage miss bates jane,1
coachman horse extremely expeditiousi believe drive faster body,1
pleasure send one carriage friend understand kind offer another time quite unnecessary,0
may sure shall always take care,1
miss bates miss fairfax escorted two gentleman walked room mr,0
elton seemed think much duty mr,1
weston receive,1
gesture movement might understood one looked like emma word every body word soon lost incessant flow miss bates came talking finished speech many minute admitted circle fire,0
door opened wa heard obliging youno rain,1
nothing signify,1
care,1
quite thick shoe,1
jane declares wellas soon wa within door well brilliant indeedthis admirableexcellently contrived upon word,0
nothing wanting,1
could imagined,1
well lighted jane jane lookdid ever see thing oh mr,0
weston must really aladdin lamp,1
good mr,1
stokes would know room,1
saw came wa standing entrance,1
oh mr,1
stokes said time,1
wa met mr,1
weston,1
well thank maam,1
hope quite well,1
happy hear,1
afraid might headache seeing pas often knowing much trouble must,0
delighted hear indeed,1
ah dear mr,1
elton obliged carriageexcellent time,1
jane quite ready,1
keep horse moment,1
comfortable carriage,1
oh sure thanks due mr,1
weston score,1
mr,1
elton kindly sent jane note,1
two offer one daynever neighbour,1
said mother upon word maam,1
thank mother remarkably well,1
gone mr,1
woodhouses,1
made take shawlfor evening warmher large new shawl mr,0
dixons weddingpresent,1
kind think mother bought weymouth knowmr,1
dixons choice,1
three others jane say hesitated time,1
colonel campbell rather preferred olive,1
dear jane sure wet feetit wa drop two afraidbut mr,0
frank churchill wa extremely wa mat step uponi shall never forget extreme politeness,0
oh mr,1
frank churchill must tell mother spectacle never fault since rivet never came,0
mother often talk goodnature,1
doe janedo often talk mr,1
frank churchill ah miss woodhouse,1
dear miss woodhouse well thank quite well,1
meeting quite fairyland transformationmust compliment know eyeing emma complacentlythat would rudebut upon word miss woodhouse lookhow like janes hairyou judge,0
,1
quite wonderful doe hair hairdresser london think could,1
ah dr,1
hughes declare mr,1
hughes,1
must go speak dr,1
mr,1
hughes moment,1
dovery well thank,1
delightful itwheres dear mr,1
richard oh,1
dont disturb,1
much better employed talking young lady,1
mr,1
richardi saw day rode townmrs,1
otway protest good mr,1
otway miss otway miss caroline,1
host friendsand mr,1
george mr,1
arthurhow doquite well much obliged,1
never better,1
dont hear another carriagewho bevery likely worthy cole,1
upon word charming standing among friend noble firei quite roasted,0
coffee thank menever take coffee,1
little tea please sir byeno hurryoh come,1
every thing good frank churchill returned station emma soon miss bates wa quiet found necessarily overhearing discourse mr,0
elton miss fairfax standing little way behind,1
wa thoughtful,1
whether overhearing could determine,1
good many compliment jane dress look compliment quietly properly taken mr,0
elton wa evidently wanting complimented wa like gownhow like trimming ha wright done hairwith many relative question answered patient politeness,0
mr,1
elton said nobody think less dress general dobut upon occasion every body eye much upon compliment westonswho doubt giving ball chiefly honouri would wish inferior others,0
see pearl room except mine,1
frank churchill capital dancer understand,1
shall see style suit,1
fine young man certainly frank churchill,1
like well,1
moment frank began talking vigorously emma could imagine overheard praise want hear moreand voice lady drowned till another suspension brought mr,0
eltons tone distinctly forward,1
mr,1
elton joined wife wa exclaiming oh found u last seclusion wa moment telling jane thought would begin impatient tidings u,0
janerepeated frank churchill look surprize displeasure,1
easybut miss fairfax doe disapprove suppose,1
like mr,1
elton said emma whisper,1
,1
ungrateful,1
ungratefulwhat mean changing frown smileno tell mei want know mean,0
fatherwhen begin dancing emma could hardly understand seemed odd humour,0
walked find father wa quickly back mr,1
mr,1
weston,1
met little perplexity must laid emma,1
occurred mr,1
weston mr,1
elton must asked begin ball would expect interfered wish giving emma distinction,0
emma heard sad truth fortitude,1
proper partner said mr,1
weston,1
think frank ought ask,1
frank turned instantly emma claim former promise boasted engaged man father looked perfect approbation ofand appeared mr,0
weston wa wanting dance mr,1
elton business wa help persuade wa done pretty soon,0
mr,1
weston mr,1
elton led way mr,1
frank churchill miss woodhouse followed,1
emma must submit stand second mr,1
elton though always considered ball peculiarly,1
wa almost enough make think marrying,1
mr,1
elton undoubtedly advantage time vanity completely gratified though intended begin frank churchill could lose change,0
mr,1
weston might son superior,1
spite little rub however emma wa smiling enjoyment delighted see respectable length set wa forming feel many hour unusual festivity,0
wa disturbed mr,1
knightleys dancing thing else,1
wa among standersby ought ought dancingnot classing husband father whistplayers pretending feel interest dance till rubber made upso young looked could appeared greater advantage perhaps anywhere placed,0
tall firm upright figure among bulky form stooping shoulder elderly men wa emma felt must draw every body eye excepting partner wa one among whole row young men could compared,0
moved step nearer step enough prove gentlemanlike manner natural grace must danced would take trouble,0
whenever caught eye forced smile general wa looking grave,0
wished could love ballroom better could like frank churchill better,0
seemed often observing,1
must flatter thought dancing criticising behaviour feel afraid,1
wa nothing like flirtation partner,1
seemed like cheerful easy friend lover,1
frank churchill thought less done wa indubitable,1
ball proceeded pleasantly,1
anxious care incessant attention mr,1
weston thrown away,1
every body seemed happy praise delightful ball seldom bestowed till ball ha ceased wa repeatedly given beginning existence,0
important recordable event wa productive meeting usually,1
wa one however emma thought something,1
two last dance supper begun harriet partnerthe young lady sitting equal hitherto number dancer could one disengaged wa wonderbut emmas wonder lessened soon afterwards seeing mr,0
elton sauntering,1
would ask harriet dance possible avoided wa sure would notand wa expecting every moment escape cardroom,0
escape however wa plan,1
came part room sittersby collected spoke walked front shew liberty resolution maintaining,0
omit sometimes directly miss smith speaking close,1
emma saw,1
wa yet dancing wa working way bottom therefore leisure look around turning head little saw,0
wa halfway set whole group exactly behind would longer allow eye watch mr,0
elton wa near heard every syllable dialogue took place mr,0
weston perceived wife wa standing immediately wa listening also even encouraging significant glance,0
kindhearted gentle mr,1
weston left seat join say dance mr,1
elton prompt reply wa readily mr,1
weston dance,1
meoh noi would get better partner,1
dancer,1
mr,1
gilbert wish dance said shall great pleasure surefor though beginning feel rather old married man dancing day would give great pleasure time stand old friend like mr,0
gilbert,1
mr,1
gilbert doe mean dance young lady disengaged glad see dancingmiss smith,0
miss smithohi observed,1
extremely obliging old married man,1
dancing day mr,1
weston,1
excuse,1
thing else happy commandbut dancing day,1
mr,1
weston said emma could imagine surprize mortification must returning seat,0
wa mr,1
elton amiable obliging gentle mr,1
elton,1
looked round moment joined mr,1
knightley little distance wa arranging settled conversation smile high glee passed wife,0
would look,1
heart wa glow feared face might hot,1
another moment happier sight caught hermr,1
knightley leading harriet setnever surprized seldom delighted instant,1
wa pleasure gratitude harriet longed thanking though distant speech countenance said much soon could catch eye,0
dancing proved believed extremely good harriet would seemed almost lucky cruel state thing complete enjoyment high sense distinction happy feature announced,0
wa thrown away bounded higher ever flew farther middle wa continual course smile,0
mr,1
elton retreated cardroom looking emma trusted foolish,1
think wa quite hardened wife though growing like hershe spoke feeling observing audibly partner knightley ha taken pity poor little miss smithvery goodnatured declare,0
supper wa announced,1
move began miss bates might heard moment without interruption till seated table taking spoon,0
jane jane dear jane youhere tippet,1
mr,1
weston begs put tippet,1
say afraid draught passage though every thing ha doneone door nailed upquantities mattingmy dear jane indeed must,0
mr,1
churchill oh obliging well put onso gratified excellent dancing indeed yes dear ran home said help grandmama bed got back nobody missed,0
set without saying word told,1
grandmama wa quite well charming evening mr,1
woodhouse vast deal chat backgammon,1
tea wa made downstairs biscuit baked apple wine came away amazing luck throw inquired great deal amused partner,0
oh said shall forestall jane left dancing mr,1
george otway love tell tomorrow first partner wa mr,0
elton know ask next perhaps mr,1
william cox,1
dear sir obliging,1
nobody would ratheri helpless,1
sir kind,1
upon word jane one arm otherstop stop let u stand little back mr,0
elton going dear mr,1
elton elegant looksbeautiful lacenow follow train,1
quite queen eveningwell passage,1
two step jane take care two step,1
oh one,1
well wa persuaded two,1
odd wa convinced two one,1
never saw thing equal comfort stylecandles everywhere,1
wa telling grandmama janethere wa little disappointment,1
